# This file was produced by samtools stats (1.21+htslib-1.21) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats ../../../mapping/transcriptome/ERR1797973/ERR1797973_sorted.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	96a71883	198fac5c	6d32320c
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	265900	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	265900
SN	is sorted:	1
SN	1st fragments:	132950
SN	last fragments:	132950
SN	reads mapped:	263584
SN	reads mapped and paired:	263582	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	2316
SN	reads properly paired:	258526	# proper-pair bit set
SN	reads paired:	265900	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	2551	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	210
SN	total length:	26350841	# ignores clipping
SN	total first fragment length:	13184754	# ignores clipping
SN	total last fragment length:	13166087	# ignores clipping
SN	bases mapped:	26128664	# ignores clipping
SN	bases mapped (cigar):	25681963	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	113163	# from NM fields
SN	error rate:	4.406322e-03	# mismatches / bases mapped (cigar)
SN	average length:	99
SN	average first fragment length:	99
SN	average last fragment length:	99
SN	maximum length:	100
SN	maximum first fragment length:	100
SN	maximum last fragment length:	100
SN	average quality:	37.3
SN	insert size average:	150.7
SN	insert size standard deviation:	60.0
SN	inward oriented pairs:	119143
SN	outward oriented pairs:	12526
SN	pairs with other orientation:	24
SN	pairs on different chromosomes:	98
SN	percentage of properly paired reads (%):	97.2
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	259	0	0	10	0	0	52	370	0	497	994	1639	1107	0	5902	38089	0	10453	73459	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	393	0	0	1	0	0	127	332	0	414	905	1748	899	0	4804	33590	0	5713	83777	0	0	0	0	0	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	252	0	0	5	0	0	106	264	0	437	859	1676	964	0	4692	32423	0	5383	85771	4	0	0	0	0	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	129	0	0	107	0	0	109	0	0	272	449	35	658	9	1201	32	1733	3009	0	23564	0	101531	0	0	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	130	0	0	88	0	0	111	0	0	249	401	32	560	6	1080	53	1556	2680	0	24683	0	101202	0	0	0	0	0
FFQ	6	0	0	0	0	0	0	0	0	13	0	76	12	0	0	0	8	25	78	59	41	0	17	5	118	0	283	354	70	345	246	1042	198	1848	2465	0	21948	2522	101177	0	0	0	0	0
FFQ	7	0	0	0	0	0	0	0	0	14	0	75	12	0	0	0	13	26	88	62	30	0	17	8	136	0	279	352	100	351	275	1097	239	1991	2522	0	22177	2519	100567	0	0	0	0	0
FFQ	8	0	0	0	0	0	0	0	0	23	0	63	18	0	0	0	15	44	77	66	44	0	22	10	124	0	270	368	133	324	252	1034	241	2036	2469	0	22800	2401	100113	0	3	0	0	0
FFQ	9	0	0	0	0	0	0	0	0	9	0	88	13	0	0	0	18	51	72	67	42	0	16	12	121	0	293	161	384	278	255	1098	250	1761	1669	1222	6595	5	13994	8906	95570	0	0	0
FFQ	10	0	0	0	0	0	0	0	0	23	0	59	11	0	0	0	17	55	76	65	41	0	32	9	140	0	302	139	484	186	234	1054	229	1679	1557	1241	6557	6	14186	8690	95878	0	0	0
